date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:22:39	31000/31000	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Dec%202017%2012:25:39%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/font-awesome/css/font-awesome.min.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/font-awesome/css/font-awesome.min5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:39	21769/21769	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Dec%202017%2012:25:37%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/elegant-icons/style.min.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/elegant-icons/style.min5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:39	51284/51284	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Dec%202017%2012:25:39%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/ion-icons/css/ionicons.min.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/ion-icons/css/ionicons.min5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:39	42465/42465	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Dec%202017%2012:25:39%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/linea-icons/style.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/linea-icons/style5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:39	7028/7028	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Dec%202017%2012:25:46%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/linear-icons/style.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/linear-icons/style5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:40	10579/10579	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Dec%202021%2011:14:03%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/simple-line-icons/simple-line-icons.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/simple-line-icons/simple-line-icons5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:40	9334/9334	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Dec%202017%2012:25:37%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/dripicons/dripicons.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/dripicons/dripicons5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:40	11256/11256	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Dec%202021%2011:22:21%20GMT	https://baumeister.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://baumeister.qodeinteractive.com/)
20:22:40	4186/4186	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202020%2009:51:56%20GMT	https://baumeister.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:41	100644/100644	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Dec%202021%2011:14:03%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/woocommerce.min.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/woocommerce.min5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:41	22128/22128	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Dec%202021%2011:14:03%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/woocommerce-responsive.min.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/woocommerce-responsive.min5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:41	3733/3733	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Dec%202021%2013:49:34%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/style_dynamic.css?ver=1639748974	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/style_dynamic6dfa.css	(from https://baumeister.qodeinteractive.com/)
20:22:41	53565/53565	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Dec%202021%2011:14:03%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/modules-responsive.min.css?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/modules-responsive.min5b21.css	(from https://baumeister.qodeinteractive.com/)
20:22:41	655/655	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Dec%202021%2013:49:34%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/style_dynamic_responsive.css?ver=1639748974	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/css/style_dynamic_responsive6dfa.css	(from https://baumeister.qodeinteractive.com/)
20:22:42	485521/485521	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2013:54:54%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.mine1b2.css	(from https://baumeister.qodeinteractive.com/)
20:22:42	89521/89521	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2017%20Dec%202021%2011:22:21%20GMT	https://baumeister.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://baumeister.qodeinteractive.com/)
20:22:42	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2017%20Dec%202021%2011:22:21%20GMT	https://baumeister.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://baumeister.qodeinteractive.com/)
20:22:42	128805/128805	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2014:02:05%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.18	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min8331.js	(from https://baumeister.qodeinteractive.com/)
20:22:43	391496/391496	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2014:02:05%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.25	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.minb02e.js	(from https://baumeister.qodeinteractive.com/)
20:22:43	9509/9509	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Aug%202022%2009:26:10%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.6.8.0	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minf13c.js	(from https://baumeister.qodeinteractive.com/)
20:22:43	3037/3037	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Aug%202022%2009:26:10%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=6.8.0	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min8e94.js	(from https://baumeister.qodeinteractive.com/)
20:22:43	50544/50544	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Aug%202022%2009:25:50%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min5b21.js	(from https://baumeister.qodeinteractive.com/)
20:22:43	70851/70851	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Aug%202022%2009:25:51%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.js?ver=6.0.2	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min5b21.js	(from https://baumeister.qodeinteractive.com/)
20:22:44	810/810	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2013:54:54%20GMT	https://baumeister.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.9.0	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-carte1b2.js	(from https://baumeister.qodeinteractive.com/)
20:22:45	43921/43921	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20Sep%202022%2017:23:45%20GMT	https://baumeister.qodeinteractive.com/wp-json/wp/v2/pages/385	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-json/wp/v2/pages/385.json	(from https://baumeister.qodeinteractive.com/)
20:22:46	1027952/1027952	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20Sep%202022%2017:23:46%20GMT	https://baumeister.qodeinteractive.com/wp-json/	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-json/index.html	(from https://baumeister.qodeinteractive.com/)
20:22:48	136283/136283	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Sep%202022%2017:23:47%20GMT	https://baumeister.qodeinteractive.com/xmlrpc.php?rsd	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/xmlrpc0db0.php	(from https://baumeister.qodeinteractive.com/)
20:22:48	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Wed,%2020%20Dec%202017%2011:35:15%20GMT	https://baumeister.qodeinteractive.com/wp-includes/wlwmanifest.xml	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-includes/wlwmanifest.xml	(from https://baumeister.qodeinteractive.com/)
20:22:49	2307/2307	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20Sep%202022%2017:23:50%20GMT	https://baumeister.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaumeister.qodeinteractive.com%2F	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-json/oembed/1.0/embed3036.json	(from https://baumeister.qodeinteractive.com/)
20:22:51	2365/2365	---MCZ	200	added ('OK')	text/xml	date:Thu,%2001%20Sep%202022%2017:23:51%20GMT	https://baumeister.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbaumeister.qodeinteractive.com%2F&format=xml	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-json/oembed/1.0/embedc667	(from https://baumeister.qodeinteractive.com/)
20:22:51	237/237	---M--	200	added ('OK')	text/html		http://baumeister.qodeinteractive.com/?wordfence_lh=1&hid=71ADC13301DF0CDA78E33037E947F474	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/index46ae.html	(from https://baumeister.qodeinteractive.com/)
20:22:51	916/916	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:08:18%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/12/cropped-favicon-img-1-32x32.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/12/cropped-favicon-img-1-32x32.png	(from https://baumeister.qodeinteractive.com/)
20:22:52	3895/3895	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:08:19%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/12/cropped-favicon-img-1-192x192.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/12/cropped-favicon-img-1-192x192.png	(from https://baumeister.qodeinteractive.com/)
20:22:52	3785/3785	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Dec%202017%2014:29:31%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/12/cropped-favicon-img-1-180x180.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/12/cropped-favicon-img-1-180x180.png	(from https://baumeister.qodeinteractive.com/)
20:22:52	3328/3328	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:08:09%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/12/sidearea-img.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/12/sidearea-img.png	(from https://baumeister.qodeinteractive.com/)
20:22:52	4696/4696	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202022%2017:23:53%20GMT	https://baumeister.qodeinteractive.com/cdn-cgi/l/email-protection	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/cdn-cgi/l/email-protection.html	(from https://baumeister.qodeinteractive.com/)
20:22:53	1367/1367	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:07:07%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/topbar-img-1.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/topbar-img-1.png	(from https://baumeister.qodeinteractive.com/)
20:22:53	4546/4546	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:23:09%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/img/logo.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/img/logo.png	(from https://baumeister.qodeinteractive.com/)
20:22:53	4613/4613	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:23:09%20GMT	https://baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/img/logo_white.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/themes/baumeister/assets/img/logo_white.png	(from https://baumeister.qodeinteractive.com/)
20:22:53	237/237	---M--	200	added ('OK')	text/html		http://baumeister.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.html	(from https://baumeister.qodeinteractive.com/)
20:22:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22630f5f43-4d7%22	https://baumeister.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://baumeister.qodeinteractive.com/)
20:22:54	92695/92695	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Dec%202017%2010:21:43%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/12/h1-img-3.jpg	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/12/h1-img-3.jpg	(from https://baumeister.qodeinteractive.com/)
20:22:54	96852/96852	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Dec%202017%2010:21:41%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/12/h1-img-4.jpg	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/12/h1-img-4.jpg	(from https://baumeister.qodeinteractive.com/)
20:22:55	96681/96681	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Dec%202017%2010:21:40%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/12/h1-img-5.jpg	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/12/h1-img-5.jpg	(from https://baumeister.qodeinteractive.com/)
20:22:55	184762/184762	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202022%2017:23:55%20GMT	https://baumeister.qodeinteractive.com/energy-home/	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/energy-home/index.html	(from https://baumeister.qodeinteractive.com/)
20:22:55	2181/2181	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:07:23%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-iwt-img-1.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-iwt-img-1.png	(from https://baumeister.qodeinteractive.com/)
20:22:56	174738/174738	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202022%2017:23:56%20GMT	https://baumeister.qodeinteractive.com/contractor-home/	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/contractor-home/index.html	(from https://baumeister.qodeinteractive.com/)
20:22:56	4892/4892	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:07:22%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-iwt-img-2.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-iwt-img-2.png	(from https://baumeister.qodeinteractive.com/)
20:22:56	5811/5811	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Dec%202017%2010:07:21%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-iwt-img-3.png	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-iwt-img-3.png	(from https://baumeister.qodeinteractive.com/)
20:22:56	181713/181713	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202022%2017:23:56%20GMT	https://baumeister.qodeinteractive.com/builder-home/	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/builder-home/index.html	(from https://baumeister.qodeinteractive.com/)
20:22:56	133544/133544	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Dec%202017%2010:07:32%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-img-1.jpg	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-img-1.jpg	(from https://baumeister.qodeinteractive.com/)
20:22:57	82081/82081	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Dec%202017%2010:07:50%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-box-img-1.jpg	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-box-img-1.jpg	(from https://baumeister.qodeinteractive.com/)
20:22:57	108113/108113	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Dec%202017%2010:07:48%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-box-img-2.jpg	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-box-img-2.jpg	(from https://baumeister.qodeinteractive.com/)
20:22:57	185745/185745	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202022%2017:23:57%20GMT	https://baumeister.qodeinteractive.com/tool-shop-home/	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/tool-shop-home/index.html	(from https://baumeister.qodeinteractive.com/)
20:22:58	218928/218928	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202022%2017:23:58%20GMT	https://baumeister.qodeinteractive.com/steelwork-home/	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/steelwork-home/index.html	(from https://baumeister.qodeinteractive.com/)
20:22:58	96512/96512	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Dec%202017%2010:07:46%20GMT	https://baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-box-img-3.jpg	C:/Benim%20Web%20Sitem/FactoryTemplate/baumeister.qodeinteractive.com/wp-content/uploads/2017/11/h1-box-img-3.jpg	(from https://baumeister.qodeinteractive.com/)
